Lp.;Oddział;Województwo;Zarządca;Miejscowość;Dane identyfikacyjne;Obecna Kategoria;Kat_docel;x;y;Klasa techniczna drogi;Nr drogi;Pikietaż;Kierunek;Parking Osobowe;Parking Ciężarowe;Parking Autobus;Toalety;Stacja paliw;Restauracja /Bistro;Miejsca noclegowe;Ładowanie pojazdów elektrycznych;Ochrona;Ogrodzenie;Monitoring wideo;Oświetlenie;Miejsca dla pojazdów z ładunkiem niebezpiecznym;Myjnia;Warsztat;Miejsca zrzutu nieczystości płynnych;Prysznic;Możliwość tankowania wodorem;Możliwość tankowania CNG;Możliwość tankowania LNG;Rampy do odśnieżania
1;Białystok;podlaskie;Prywatny;Jeżewo;OOUR;Parking prywatny;Parking prywatny;53.135688;22.750355;S;8;618+260;Białystok;8;10;0;tak;tak;tak;nie;nie;nie;nie;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
2;Białystok;podlaskie;Prywatny;Radule;OOUR;Parking prywatny;Parking prywatny;53.144893;22.793501;S;8;621+400;Warszawa;60;250;20;tak;tak;tak;tak;nie;tak;tak;tak;tak;nie;nie;tak;nie;tak;nie;nie;nie;nie
3;Białystok;podlaskie;Prywatny;Złotoria;OOUR;Parking prywatny;Parking prywatny;53.164913;22.935965;S;8;631+150;Warszawa;52;100;6;tak;tak;tak;tak;nie;nie;nie;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
4;Białystok;podlaskie;GDDKiA;Chomentowo;Chomentowo Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;53.06402;21.981691;S;61;31+620;Budzisko;81;34;6;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;tak
5;Białystok;podlaskie;GDDKiA;Chomentowo;Chomentowo Zachód;MOP funkcja komercyjna;MOP funkcja komercyjna;53.064462;21.978905;S;61;31+242;Warszawa;93;40;7;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;tak
6;Białystok;podlaskie;GDDKiA;Górki;Górki Wschód;MOP funkcja podstawowa;MOP funkcja komercyjna;53.270723;22.127441;S;61;60+300;Budzisko;80;39;8;tak;nie;nie;nie;nie;nie;nie;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
7;Białystok;podlaskie;GDDKiA;Górki;Górki Zachód;MOP funkcja podstawowa;MOP funkcja komercyjna;53.270702;22.125636;S;61;60+700;Warszawa;74;36;6;tak;nie;nie;nie;nie;nie;nie;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
8;Białystok;podlaskie;GDDKiA;Zabiele;Zabiele Wschód;MOP funkcja podstawowa;MOP funkcja komercyjna;53.4264;22.1692;S;61;79+250;Budzisko;88;45;7;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
9;Białystok;podlaskie;GDDKiA;Zabiele;Zabiele Zachód;MOP funkcja podstawowa;MOP funkcja komercyjna;53.4311;22.1711;S;61;79+250;Warszawa;100;52;9;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
10;Białystok;podlaskie;GDDKiA;Rudniki;Rudniki Północ;MOP funkcja komercyjna;MOP funkcja komercyjna;53.998948;22.825379;S;61f;4+750;Warszawa;30;22;2;tak;tak;tak;nie;nie;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
11;Białystok;podlaskie;GDDKiA;Rudniki;Rudniki Południe;MOP funkcja komercyjna;MOP funkcja komercyjna;53.997753;22.82569;S;61f;4+750;Suwałki;40;24;2;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
12;Białystok;podlaskie;GDDKiA;Gosie Małe;Kołaki;MOP funkcja komercyjna;MOP funkcja komercyjna;53.03939;22.355731;S;8n;3+480;Warszawa;62;20;3;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;tak
13;Białystok;podlaskie;GDDKiA;Kossaki-Borowe;Kossaki;MOP funkcja podstawowa;MOP funkcja komercyjna;53.058224;22.398749;S;8n;6+680;Białystok;63;15;5;tak;nie;nie;nie;nie;tak;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
14;Białystok;podlaskie;GDDKiA;Ostrożne;Ostrożne;MOP funkcja podstawowa;MOP funkcja podstawowa;52.947615;22.167657;S;8;573+000;Białystok;73;21;5;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
15;Białystok;podlaskie;Prywatny;Szumowo;OOUR;Parking prywatny;Parking prywatny;52.908332;22.093181;S;8;566+460;Warszawa;50;250;4;tak;tak;tak;tak;tak;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
16;Białystok;podlaskie;GDDKiA;Cibory;Cibory Południe;MOP funkcja podstawowa;MOP funkcja komercyjna;53.109715;22.587884;S;8n;21+000;Białystok;72;34;4;tak;nie;nie;nie;nie;tak;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
17;Białystok;podlaskie;GDDKiA;Cibory;Cibory Północ;MOP funkcja podstawowa;MOP funkcja podstawowa;53.110246;22.586114;S;8n;21+150;Warszawa;59;28;2;tak;nie;nie;nie;nie;tak;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;tak
18;Białystok;podlaskie;GDDKiA;Budzisko;Budzisko Wschód;MOP funkcja podstawowa;MOP funkcja podstawowa;54.29972;23.12055;S;61;212+167;Podwojponie;32;44;6;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
19;Białystok;podlaskie;GDDKiA;Budzisko;Budzisko Zachód;MOP funkcja podstawowa;MOP funkcja podstawowa;54.302692;23.114868;S;61;212+200;Ostrów Mazowiecka;32;44;6;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;tak
20;Bydgoszcz;kujawsko - pomorskie;Koncesjonariusz - GTC;Gajewo;Gajewo Wschód;MOP funkcja podstawowa;MOP funkcja podstawowa;53.628883;18.640915;A;1;71+200;Gdańsk;32;23;3;tak;nie;nie;nie;tak;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
21;Bydgoszcz;kujawsko - pomorskie;Koncesjonariusz - GTC;Gajewo;Gajewo Zachód;MOP funkcja podstawowa;MOP funkcja podstawowa;53.644396;18.640382;A;1;69+500;Łódź;32;23;3;tak;nie;nie;nie;tak;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
22;Bydgoszcz;kujawsko - pomorskie;Koncesjonariusz - GTC;Malankowo;Malankowo Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;53.341425;18.708027;A;1;107+200;Łódź;163;35;8;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;nie;tak;nie;nie;nie;nie
23;Bydgoszcz;kujawsko - pomorskie;Koncesjonariusz - GTC;Malankowo;Malankowo Zachód;MOP funkcja komercyjna;MOP funkcja komercyjna;53.34701;18.709017;A;1;106+550;Gdańsk;175;35;8;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;nie;tak;nie;nie;nie;nie
24;Bydgoszcz;kujawsko - pomorskie;Koncesjonariusz - GTC;Drzonowo;Drzonowo Zachód;MOP funkcja podstawowa;MOP funkcja podstawowa;53.258179;18.723901;A;1;116+650;Łódź;51;14;3;tak;nie;nie;nie;nie;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
25;Bydgoszcz;kujawsko - pomorskie;Koncesjonariusz - GTC;Drzonowo;Drzonowo Wschód;MOP funkcja podstawowa;MOP funkcja podstawowa;53.25952;18.724986;A;1;116+500;Gdańsk;59;21;3;tak;nie;nie;nie;nie;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
26;Bydgoszcz;kujawsko - pomorskie;Koncesjonariusz - GTC;Nowy Dwór;Nowy Dwór Wschód;MOP funkcja podstawowa;MOP funkcja podstawowa;53.143102;18.743524;A;1;129+650;Gdańsk;48;13;4;tak;nie;nie;nie;nie;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
27;Bydgoszcz;kujawsko - pomorskie;Koncesjonariusz - GTC;Nowy Dwór;Nowy Dwór Zachód;MOP funkcja podstawowa;MOP funkcja podstawowa;53.142957;18.741344;A;1;129+700;Łódź;32;15;3;tak;nie;nie;nie;nie;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
28;Bydgoszcz;kujawsko - pomorskie;Koncesjonariusz - GTC;Nowa Wieś;Nowa Wieś Wschód;MOP funkcja podstawowa;MOP funkcja komercyjna;53.01219;18.734027;A;1;144+550;Łódź;63;18;4;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie
29;Bydgoszcz;kujawsko - pomorskie;Koncesjonariusz - GTC;Nowa Wieś;Nowa Wieś Zachód;MOP funkcja podstawowa;MOP funkcja komercyjna;53.01253;18.736212;A;1;144+600;Gdańsk;121;29;7;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie
30;Bydgoszcz;kujawsko - pomorskie;GDDKiA;Otłoczyn;Otłoczyn Zachód;MOP funkcja komercyjna;MOP funkcja komercyjna;52.900903;18.721658;A;1;160+200;Łódź;127;29;6;tak;tak;tak;nie;nie;nie;tak;tak;tak;tak;nie;nie;nie;tak;nie;nie;nie;nie
31;Bydgoszcz;kujawsko - pomorskie;GDDKiA;Otłoczyn;Otłoczyn Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;52.90178;18.723333;A;1;160+200;Gdańsk;141;46;6;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;nie;tak;nie;nie;nie;nie
32;Bydgoszcz;kujawsko - pomorskie;GDDKiA;Kałęczynek;Kałęczynek Zachód;MOP funkcja podstawowa;MOP funkcja podstawowa;52.761867;18.85356;A;1;178+400;Łódź;30;32;3;tak;nie;nie;nie;tak;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
33;Bydgoszcz;kujawsko - pomorskie;GDDKiA;Kałęczynek;Kałęczynek Wschód;MOP funkcja podstawowa;MOP funkcja podstawowa;52.761075;18.855626;A;1;178+600;Gdańsk;36;35;3;tak;nie;nie;nie;tak;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
34;Bydgoszcz;kujawsko - pomorskie;GDDKiA;Machnacz;Machnacz Południe;MOP funkcja komercyjna;MOP funkcja komercyjna;52.654912;18.929433;A;1;191+800;Łódź;83;17;5;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
35;Bydgoszcz;kujawsko - pomorskie;GDDKiA;Machnacz;Machnacz Północ;MOP funkcja komercyjna;MOP funkcja komercyjna;52.655884;18.931472;A;1;191+900;Gdańsk;133;38;7;tak;tak;tak;nie;nie;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
36;Bydgoszcz;kujawsko - pomorskie;GDDKiA;Ludwinowo;Ludwinowo Południe;MOP funkcja podstawowa;MOP funkcja podstawowa;52.567437;19.011892;A;1;203+200;Łódź;30;22;2;tak;nie;nie;nie;tak;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
37;Bydgoszcz;kujawsko - pomorskie;GDDKiA;Ludwinowo;Ludwinowo Północ;MOP funkcja podstawowa;MOP funkcja podstawowa;52.567698;19.014121;A;1;203+300;Gdańsk;23;20;2;tak;nie;nie;nie;tak;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
38;Bydgoszcz;kujawsko - pomorskie;GDDKiA;Lubień;Lubień Południe;MOP funkcja komercyjna;MOP funkcja komercyjna;52.464871;19.190171;A;1;220+200;Łódź;144;33;5;tak;tak;tak;nie;nie;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
